Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype
,,,,,,,,,,,,,,,,,,FLOAT,0.029546933,USD.AAA_MUNI.3M.Reuters,,-0.8784959,ACT/365,-354722020.0,EUR,ZC,6M,Fixed,-0.97566414,GBP.UK-RPI.6Y.UK-RPI,,-0.0069580437,ACT/365.FIXED,610617500.0,HUF,ZC,nan,,,,,,,,,,,,0.9687221,
,,,,,,,,,,,,,,,,,,FLOAT,0.6817724,EUR.EUR-EURIBOR-Reuters.6.,,0.8168422,30/360,141725440.0,THB,MTH,6D,FLOAT,0.7713694,GBP.GBP-LIBOR-BBA.6M.GBP-LIBOR-BBA,,-0.74035025,BUS/252,497307330.0,KRW,6WK,QTR,,,,,,,,,,,,-0.9690333,
,,,,,,,,,,,,,,,,,,FLOAT,3.375785,USD.AAA_MUNI.20Y.Reuters,,0.19281606,ACT/360,561155700.0,NZD,ZC,QTR,Float,-0.23107654,SEK.SEK-STIBOR-SIDE.3M.SEK-STIBOR-SIDE,,0.81212956,30/360,593029200.0,ILS,MTH,nan,,,,,,,,,,,,-0.45164695,
,,,,,,,,,,,,,,,,,,Fixed,-0.10630314,EUR.EUR-EURIBOR-Reuters.6.,,0.36281875,BUS/252,-339220380.0,ZAR,3M,3M,Fixed,-0.3995346,JPY-TONA-OIS Compound,,-0.047695328,ACT/365.FIXED,-159930340.0,ILS,QTR,MTH,,,,,,,,,,,,-0.6388911,
,,,,,,,,,,,,,,,,,,Float,2.8551857,USD.USD-SOFR-COMPOUND..,,-0.99491745,ACT/360,-13099968.0,GBP,6D,nan,Float,0.21335395,PLN.WIBOR.6M.WIBO,,-0.9538211,ACT/365.FIXED,621421760.0,CZK,QTR,6,,,,,,,,,,,,0.1557397,
,,,,,,,,,,,,,,,,,,Fixed,-0.41266564,nan,,0.8845823,ACT/365.FIXED,-363525980.0,CLP,SA,nan,Fixed,-0.6717117,EUR-EURIBOR,,0.8492361,30/360,-373909100.0,CHF,ZC,MTH,,,,,,,,,,,,-0.66437995,
,,,,,,,,,,,,,,,,,,FLOAT,1.0041779,USD.AAA_MUNI.20Y.Reuters,,-0.508916,365/360,302564350.0,ZAR,6M,3M,Float,-0.24901815,GBP.UK-RPI.3Y.UK-RPI,,0.5521535,ACT/360,-248550200.0,BRL,6Y,6,,,,,,,,,,,,-0.41628256,
,,,,,,,,,,,,,,,,,,FLOAT,2.9071264,USD.USD-LIBOR-BBA.3.,,0.8805604,BUS/252,39144464.0,THB,MTH,QTR,Float,-0.78314364,BRL-CDI,,0.58662623,ACT/365,-108915200.0,SEK,SA,3M,,,,,,,,,,,,-0.6588685,
,,,,,,,,,,,,,,,,,,FLOAT,3.4465513,EUR.EUR-EURIBOR-Reuters.6.,,0.69958067,ACT/365.FIXED,217478350.0,SGD,3M,nan,FLOAT,0.41709378,CAD-CDOR,,0.8564129,BUS/252,-165624900.0,HUF,ZC,3M,,,,,,,,,,,,0.8737195,
,,,,,,,,,,,,,,,,,,Float,0.8825329,USD.LIBOR.1M.BBA,,0.7486389,30/360,656671900.0,USD,SA,6D,FLOAT,0.66206044,FRC-EXT-CPI,,0.9809169,ACT/360,609937660.0,CHF,SA,6,,,,,,,,,,,,-0.8588242,
,,,,,,,,,,,,,,,,,,FLOAT,1.4993249,USD.USD-LIBOR-BBA.3.,,0.77652586,ACT/360,-210437730.0,CHF,6D,QTR,FLOAT,-0.12873599,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,,-0.64566404,30/360,500668130.0,CNY,6WK,3M,,,,,,,,,,,,0.8772081,
,,,,,,,,,,,,,,,,,,Float,3.0019994,EUR.EUR-EURIBOR-Reuters.6.,,-0.78353643,ACT/365.FIXED,-350065920.0,ILS,MTH,QTR,Float,0.85553896,SEK-STIBOR-SIDE,,0.57444847,ACT/365,257847680.0,SGD,6M,nan,,,,,,,,,,,,-0.8250079,
,,,,,,,,,,,,,,,,,,Fixed,2.439365,USD.AAA_MUNI.20Y.Reuters,,0.61106694,BUS/252,514715330.0,THB,6Y,MTH,FLOAT,-0.9781459,USD-LIBOR-BBA,,-0.9523794,ACT/360,-212245600.0,CNY,6WK,QTR,,,,,,,,,,,,0.92342657,
,,,,,,,,,,,,,,,,,,Fixed,0.42231783,USD-LIBOR,,0.1407441,365/360,421901660.0,HKD,6D,6M,Float,0.82619214,USD.USD-Federal Funds-H.15..USD-Federal Funds-H.15,,0.39496094,ACT/360,-252866460.0,KRW,6WK,6,,,,,,,,,,,,-0.9937128,
,,,,,,,,,,,,,,,,,,Fixed,2.4929388,USD.LIBOR.3M.BBA,,0.7342117,BUS/252,493363170.0,CNY,6D,3M,Fixed,-0.6347135,THB.THB-THBFIX-Reuters.6M.THB-THBFIX-Reuters,,0.8400926,BUS/252,-151294050.0,COP,ZC,6MTH,,,,,,,,,,,,-0.69947535,
,,,,,,,,,,,,,,,,,,Float,3.4168937,USD.USD-LIBOR-BBA.3.,,-0.861578,ACT/365,-345590700.0,TWD,QTR,6D,Fixed,0.967207,HUF.HUF-BUBOR-Reuters.6M.HUF-BUBOR-Reuters,,0.7192796,ACT/365,526950940.0,TWD,QTR,3M,,,,,,,,,,,,-0.21454844,
,,,,,,,,,,,,,,,,,,Float,3.5563374,USD.USD-SOFR-COMPOUND..,,-0.34420308,ACT/365.FIXED,637293200.0,TWD,6D,nan,Fixed,0.96891755,SEK-STIBOR-SIDE,,0.61161584,ACT/365,-366592300.0,COP,6M,6M,,,,,,,,,,,,-0.18895555,
,,,,,,,,,,,,,,,,,,FLOAT,-0.016700668,USD.LIBOR.1M.BBA,,-0.9813108,BUS/252,-336255870.0,HKD,6M,6D,FLOAT,-0.9751884,GBP.UK-RPI.6Y.UK-RPI,,0.8605874,30/360,-345916770.0,INR,6WK,3M,,,,,,,,,,,,0.36412042,
,,,,,,,,,,,,,,,,,,FLOAT,-0.3873835,EUR.EURIBOR.6M.Reuters,,-0.090748705,30/360,-33788690.0,CNY,6M,6,Float,-0.91413546,EUR-EuroSTR-COMPOUND,,-0.4569232,BUS/252,-369123070.0,MXN,6M,6MTH,,,,,,,,,,,,-0.05122059,
,,,,,,,,,,,,,,,,,,FLOAT,2.8194916,CAD.CORRA.1T.OIS-COMPOUND,,0.95690835,ACT/365,652144800.0,GBP,QTR,QTR,FLOAT,-0.49848846,USD-LIBOR,,0.40342507,ACT/360,406057200.0,ILS,6WK,6,,,,,,,,,,,,0.18016814,
,,,,,,,,,,,,,,,,,,FLOAT,3.1711054,USD-LIBOR-BBA,,0.88928246,ACT/365,29621112.0,NZD,QTR,6M,FLOAT,0.8793941,CNY.CNY-CNREPOFIX=CFXS-Reuters.1W.CNY-CNREPOFIX=CFXS-Reuters,,-0.5153673,ACT/365,89083600.0,TWD,6M,6MTH,,,,,,,,,,,,0.81509626,
,,,,,,,,,,,,,,,,,,FLOAT,-0.08835463,USD.AAA_MUNI.6M.Reuters,,0.65628356,365/360,-245471260.0,ZAR,6M,nan,FLOAT,0.65937835,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,,0.00049537426,BUS/252,621530500.0,MXN,ZC,3M,,,,,,,,,,,,-0.93966734,
,,,,,,,,,,,,,,,,,,Float,3.5028548,MXN.TIIE.28D.Banxico,,0.99632823,ACT/365,327667970.0,PLN,3M,6D,FLOAT,0.5183627,DKK.DKK-CIBOR2-DKNA13.3M.DKK-CIBOR2-DKNA13,,0.38367987,30/360,-152082240.0,SGD,6WK,6M,,,,,,,,,,,,0.76104003,
,,,,,,,,,,,,,,,,,,FLOAT,2.365882,USD.AAA_MUNI.3M.Reuters,,0.24196777,30/360,604628700.0,HKD,ZC,MTH,Float,-0.84867674,KRW-CD-KSDA-Bloomberg,,0.9065379,30/360,-373980300.0,CHF,ZC,6,,,,,,,,,,,,-0.46539393,
,,,,,,,,,,,,,,,,,,FLOAT,3.0110474,USD-LIBOR,,0.46631795,ACT/365.FIXED,545228700.0,HUF,MTH,nan,Float,-0.8569459,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,,-0.6892689,ACT/365,204628940.0,CHF,6WK,6,,,,,,,,,,,,0.42666265,
,,,,,,,,,,,,,,,,,,FLOAT,-0.2626523,USD.USD-SOFR-COMPOUND..,,0.53675896,BUS/252,-54935280.0,ILS,6M,nan,FLOAT,0.80056775,SGD-SOR,,-0.089759916,ACT/365.FIXED,-340711500.0,ZAR,ZC,3M,,,,,,,,,,,,-0.5859968,
,,,,,,,,,,,,,,,,,,Fixed,0.41266617,USD-LIBOR,,0.92592216,BUS/252,-320499840.0,ZAR,ZC,MTH,Float,-0.37721714,USD-LIBOR,,0.6102034,BUS/252,410124450.0,THB,6WK,QTR,,,,,,,,,,,,-0.92928386,
,,,,,,,,,,,,,,,,,,Float,3.5727649,USD.AAA_MUNI.3M.Reuters,,0.81903416,BUS/252,244731710.0,TWD,6D,MTH,Float,-0.56918263,PLN.PLN-WIBOR-WIBO.6M.PLN-WIBOR-WIBO,,-0.7702036,ACT/360,-340805200.0,CZK,6WK,6,,,,,,,,,,,,0.4247223,
,,,,,,,,,,,,,,,,,,FLOAT,1.3336942,USD.USD-LIBOR-BBA.3.,,-0.57915336,ACT/360,-247054780.0,INR,3M,6M,FLOAT,0.9964168,GBP.UK-RPI.9Y.UK-RPI,,-0.88491815,30/360,266791070.0,NOK,6M,QTR,,,,,,,,,,,,-0.93740994,
,,,,,,,,,,,,,,,,,,FLOAT,1.7039714,USD.MUNIPSA.3M.Bloomberg,,0.30160314,365/360,-194746690.0,GBP,ZC,MTH,Float,-0.99390644,GBP.UK-RPI.5Y.UK-RPI,,-0.6895575,BUS/252,625963400.0,CHF,6WK,MTH,,,,,,,,,,,,-0.92226064,
,,,,,,,,,,,,,,,,,,Float,2.7659626,USD.USD-SOFR-COMPOUND..,,0.95643836,ACT/365.FIXED,477003940.0,ILS,ZC,MTH,Float,0.8024296,COP-IBR-OIS-COMPOUND,,0.9515776,ACT/365.FIXED,-188249500.0,CAD,6Y,3M,,,,,,,,,,,,0.82086545,
,,,,,,,,,,,,,,,,,,FLOAT,-0.06633179,USD.LIBOR.3M.BBA,,0.33278608,ACT/365.FIXED,-250949380.0,JPY,6M,6D,Float,0.35444647,GBP.UK-RPI.50Y.UK-RPI,,-0.9638528,ACT/365.FIXED,466975200.0,EUR,6M,QTR,,,,,,,,,,,,0.45991537,
,,,,,,,,,,,,,,,,,,FLOAT,3.2197583,USD.USD-SOFR-COMPOUND..,,0.9992123,30/360,638862340.0,NOK,6Y,6D,FLOAT,-0.61940354,DKK.DKK-CIBOR2-DKNA13.3M.DKK-CIBOR2-DKNA13,,0.7638631,BUS/252,-362901570.0,JPY,ZC,6,,,,,,,,,,,,0.8965595,
,,,,,,,,,,,,,,,,,,Fixed,1.549635,USD.USD-LIBOR-BBA.3.,,0.4106007,365/360,-371218400.0,CZK,QTR,MTH,Float,-0.35955888,USD.USD-LIBOR-BBA.6M.USD-LIBOR-BBA,,0.79574543,ACT/365.FIXED,-243286020.0,CHF,6M,6M,,,,,,,,,,,,-0.9573712,
,,,,,,,,,,,,,,,,,,Float,0.6832771,USD.USD-SOFR-COMPOUND..,,0.52924144,ACT/365.FIXED,194707740.0,ILS,QTR,QTR,FLOAT,0.8722655,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,,0.98432666,ACT/360,-181343900.0,CNY,6WK,6M,,,,,,,,,,,,-0.51003474,
,,,,,,,,,,,,,,,,,,FLOAT,-0.3884541,USD.USD-LIBOR-BBA.3.,,0.7301441,365/360,-365074660.0,ILS,6M,6M,Fixed,-0.8760421,CAD-CDOR,,-0.6482174,30/360,-361171780.0,CHF,6M,nan,,,,,,,,,,,,-0.951953,
,,,,,,,,,,,,,,,,,,FLOAT,1.791248,USD.LIBOR.3M.BBA,,0.9416029,BUS/252,-336016030.0,NOK,SA,6,Float,-0.5542464,CLP-ICP,,-0.7346046,ACT/360,-281240830.0,CHF,3M,MTH,,,,,,,,,,,,-0.74022895,
,,,,,,,,,,,,,,,,,,Fixed,3.5661435,USD.AAA_MUNI.3M.Reuters,,0.7732447,365/360,417084200.0,PLN,SA,6M,FLOAT,0.9710452,PLN.PLN-WIBOR-WIBO.6M.PLN-WIBOR-WIBO,,0.12618765,BUS/252,362866560.0,EUR,6WK,3M,,,,,,,,,,,,-0.100347675,
,,,,,,,,,,,,,,,,,,FLOAT,-0.11343555,USD.USD-LIBOR-BBA.3.,,-0.50168324,ACT/365.FIXED,-376676260.0,GBP,6M,6,Float,0.6545368,CAD-CDOR,,-0.483627,ACT/365.FIXED,376741060.0,HUF,6Y,6MTH,,,,,,,,,,,,-0.7972798,
,,,,,,,,,,,,,,,,,,Float,1.0187521,MXN.TIIE.28D.Banxico,,-0.72940403,ACT/360,479784860.0,GBP,6Y,MTH,Fixed,0.9777201,USD-LIBOR,,-0.95987403,ACT/365.FIXED,651593100.0,HUF,3M,nan,,,,,,,,,,,,-0.6695718,
,,,,,,,,,,,,,,,,,,Fixed,2.8545423,USD.LIBOR.1M.BBA,,0.9483443,ACT/365.FIXED,326389300.0,PLN,SA,nan,Float,-0.61512136,KRW-CD-KSDA-Bloomberg,,0.75455016,ACT/365.FIXED,-373902820.0,CAD,QTR,6MTH,,,,,,,,,,,,-0.8401099,
,,,,,,,,,,,,,,,,,,FLOAT,3.0723746,CAD.CORRA.1T.OIS-COMPOUND,,-0.6713151,ACT/360,622695040.0,DKK,6D,nan,Float,0.30113244,EUR.EURIBOR.6M.Reuters,,0.74345076,ACT/365,656511200.0,CZK,6WK,3M,,,,,,,,,,,,0.8188368,
,,,,,,,,,,,,,,,,,,FLOAT,0.23825963,MXN.TIIE.28D.Banxico,,0.99773604,ACT/365,200589540.0,PLN,QTR,3M,Float,-0.14410402,CAD-CDOR,,0.068199664,ACT/365.FIXED,-333117660.0,CAD,6M,6M,,,,,,,,,,,,-0.52164084,
,,,,,,,,,,,,,,,,,,FLOAT,-0.17408018,USD.LIBOR.1M.BBA,,0.9640394,BUS/252,437712960.0,ILS,6M,QTR,FLOAT,-0.3122836,TWD-TAIBOR-Reuters,,0.9221263,30/360,-354575900.0,MXN,SA,6M,,,,,,,,,,,,0.76629615,
,,,,,,,,,,,,,,,,,,FLOAT,0.26458606,nan,,0.88554454,ACT/365,489689470.0,MXN,QTR,QTR,FLOAT,0.1253624,PLN-WIBOR,,0.7796778,ACT/365.FIXED,-167782110.0,NOK,MTH,QTR,,,,,,,,,,,,0.43242997,
,,,,,,,,,,,,,,,,,,Float,0.8412613,USD-LIBOR,,0.14399175,BUS/252,648053500.0,BRL,6Y,nan,FLOAT,0.6899841,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,,0.50256675,ACT/360,503008200.0,HKD,ZC,6MTH,,,,,,,,,,,,0.51719946,
,,,,,,,,,,,,,,,,,,Fixed,-0.2057871,USD.AAA_MUNI.20Y.Reuters,,0.6965556,BUS/252,655924200.0,COP,6Y,MTH,Float,0.75312066,EUR.EUR-EXT-CPI.9Y.EUR-EXT-CPI,,-0.9602881,ACT/365,-282311100.0,THB,QTR,6,,,,,,,,,,,,-0.25605708,
,,,,,,,,,,,,,,,,,,FLOAT,-0.04944317,USD.LIBOR.3M.BBA,,0.8572879,ACT/365,652163840.0,THB,3M,6M,FLOAT,-0.57304996,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,,-0.057369906,ACT/360,616444900.0,CZK,6M,3M,,,,,,,,,,,,0.15143126,
,,,,,,,,,,,,,,,,,,FLOAT,2.149851,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,,-0.6361856,ACT/365.FIXED,-102330460.0,TWD,6M,6D,FLOAT,0.951734,EUR.EUR-EURIBOR-Reuters.6.,,0.94794035,ACT/365.FIXED,634603260.0,SEK,6M,6MTH,,,,,,,,,,,,0.12444855,
,,,,,,,,,,,,,,,,,,Fixed,-0.31096056,nan,,-0.50287986,30/360,-374335700.0,ZAR,3M,3M,FLOAT,0.3913177,PLN.PLN-WIBOR-WIBO.3M.PLN-WIBOR-WIBO,,0.6882385,30/360,-25294976.0,CNY,MTH,MTH,,,,,,,,,,,,-0.657673,
,,,,,,,,,,,,,,,,,,Float,-0.28311995,USD.MUNIPSA.3M.Bloomberg,,0.93862456,365/360,-328867100.0,CLP,ZC,QTR,Float,-0.8872424,EUR.EUR-EXT-CPI.5Y.EUR-EXT-CPI,,-0.7239523,30/360,566063800.0,ILS,6WK,6,,,,,,,,,,,,-0.88120764,
,,,,,,,,,,,,,,,,,,FLOAT,0.34847352,MXN.TIIE.28D.Banxico,,-0.049821723,ACT/365,-267780860.0,BRL,SA,3M,Float,0.67388517,GBP.UK-RPI.6Y.UK-RPI,,0.80179566,ACT/365.FIXED,269998660.0,HUF,6Y,6M,,,,,,,,,,,,-0.31596065,
,,,,,,,,,,,,,,,,,,FLOAT,0.39536318,USD-LIBOR,,0.909638,ACT/365.FIXED,582123600.0,KRW,3M,6D,FLOAT,-0.61098224,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,,0.25579312,ACT/365,-314586720.0,ZAR,6Y,3M,,,,,,,,,,,,-0.912818,
,,,,,,,,,,,,,,,,,,FLOAT,-0.38440338,USD.AAA_MUNI.6M.Reuters,,-0.53573024,30/360,505199870.0,ILS,ZC,nan,FLOAT,-0.81437296,USD.USA-CPI-U.7Y.USA-CPI-U,,0.5589244,30/360,650960640.0,KRW,ZC,6MTH,,,,,,,,,,,,-0.81538147,
,,,,,,,,,,,,,,,,,,Float,0.9112189,EUR.EUR-EURIBOR-Reuters.6.,,-0.8503011,365/360,-228450340.0,HUF,6D,QTR,Float,0.86968344,NZD.NZD-NZIONA-OIS-COMPOUND.1T.NZD-NZIONA-OIS-COMPOUND,,0.8544189,ACT/365.FIXED,174589070.0,TWD,6WK,nan,,,,,,,,,,,,-0.2534515,
,,,,,,,,,,,,,,,,,,FLOAT,-0.3957961,USD.AAA_MUNI.20Y.Reuters,,-0.49475795,ACT/360,638965060.0,ILS,ZC,6M,Fixed,-0.9475303,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,,-0.962327,30/360,-161277250.0,KRW,ZC,MTH,,,,,,,,,,,,-0.34131792,
,,,,,,,,,,,,,,,,,,Fixed,0.8277739,GBP.LIBOR.6M.BBA,,-0.52752143,ACT/365,640255200.0,ZAR,6D,3M,Fixed,0.46116483,CAD-CDOR,,-0.47573945,ACT/365,572559900.0,THB,3M,6MTH,,,,,,,,,,,,-0.7799917,
,,,,,,,,,,,,,,,,,,FLOAT,0.13916345,USD-LIBOR,,0.6993588,BUS/252,608954000.0,SEK,MTH,QTR,FLOAT,-0.09165514,CNY.CNY-CNREPOFIX=CFXS-Reuters.1W.CNY-CNREPOFIX=CFXS-Reuters,,0.023357281,ACT/365,-176297440.0,DKK,MTH,6MTH,,,,,,,,,,,,-0.9884365,
,,,,,,,,,,,,,,,,,,FLOAT,-0.04376416,MXN.TIIE.28D.Banxico,,-0.7094971,ACT/365,69069360.0,BRL,ZC,MTH,FLOAT,0.46011493,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,,-0.2941343,ACT/365,620590700.0,COP,6Y,QTR,,,,,,,,,,,,-0.6490975,
,,,,,,,,,,,,,,,,,,FLOAT,0.3336768,USD.LIBOR.1M.BBA,,-0.340983,30/360,215681740.0,NZD,6M,6D,Float,0.12881464,NOK.NIBOR.6M.OIBOR,,-0.846966,ACT/365,621268500.0,TWD,6Y,MTH,,,,,,,,,,,,-0.45199624,
,,,,,,,,,,,,,,,,,,FLOAT,2.3418672,USD.AAA_MUNI.6M.Reuters,,-0.26431704,ACT/365.FIXED,654073900.0,JPY,6D,nan,FLOAT,0.32700697,NZD.NZD-NZIONA-OIS-COMPOUND.1Y.NZD-NZIONA-OIS-COMPOUND,,0.5599872,ACT/360,398253250.0,CZK,6Y,nan,,,,,,,,,,,,0.66267616,
,,,,,,,,,,,,,,,,,,FLOAT,-0.23708467,USD.LIBOR.3M.BBA,,0.74679255,ACT/365,-349987420.0,THB,QTR,6M,FLOAT,-0.771435,ILS.ILS-TELBOR01-Reuters.3M.ILS-TELBOR01-Reuters,,0.9835753,BUS/252,-261657500.0,NOK,ZC,MTH,,,,,,,,,,,,-0.43886212,
,,,,,,,,,,,,,,,,,,FLOAT,0.35503158,GBP.LIBOR.6M.BBA,,0.95935977,30/360,648462400.0,CNY,QTR,6D,FLOAT,0.13743538,USD.USA-CPI-U.10Y.USA-CPI-U,,-0.21484877,ACT/360,-277381120.0,CZK,ZC,6,,,,,,,,,,,,-0.2591155,
,,,,,,,,,,,,,,,,,,FLOAT,-0.10003321,USD.USD-SOFR-COMPOUND..,,0.801102,ACT/365,-375426000.0,GBP,6D,nan,Fixed,0.90844136,EUR.EUR-EURIBOR-Reuters.6.,,-0.10052523,BUS/252,555812000.0,NOK,6Y,MTH,,,,,,,,,,,,-0.92722,
,,,,,,,,,,,,,,,,,,FLOAT,-0.20655517,USD-LIBOR,,0.9977214,30/360,631908500.0,ZAR,ZC,MTH,Float,-0.47912112,NOK.NIBOR.6M.OIBOR,,0.8636699,30/360,195468960.0,NZD,6Y,QTR,,,,,,,,,,,,-0.84969014,
,,,,,,,,,,,,,,,,,,Fixed,2.74526,CAD.CORRA.1T.OIS-COMPOUND,,0.3632468,BUS/252,620874400.0,PLN,SA,6M,Float,0.73421204,EUR.EUR-EXT-CPI.5Y.EUR-EXT-CPI,,0.9812861,ACT/360,-106720270.0,PLN,ZC,6,,,,,,,,,,,,-0.9577641,
,,,,,,,,,,,,,,,,,,FLOAT,0.9973294,GBP.LIBOR.6M.BBA,,0.9814562,BUS/252,197329490.0,BRL,3M,3M,FLOAT,0.9046927,SGD-SOR,,0.7898307,ACT/365,-293066700.0,GBP,QTR,6M,,,,,,,,,,,,-0.16500711,
,,,,,,,,,,,,,,,,,,Fixed,0.6405546,USD-LIBOR,,0.8536882,30/360,521952060.0,CNY,6D,nan,Float,0.5111845,GBP.UK-RPI.15Y.UK-RPI,,0.78661406,BUS/252,436955500.0,CAD,SA,3M,,,,,,,,,,,,-0.5457093,
,,,,,,,,,,,,,,,,,,FLOAT,-0.38344947,EUR.EUR-EURIBOR-Reuters.6.,,-0.80787957,ACT/365.FIXED,-40389120.0,MXN,6M,6,FLOAT,0.451192,HKD.HIBOR.3M.HKAB,,-0.8590142,ACT/365,-93979120.0,EUR,6M,6MTH,,,,,,,,,,,,-0.7975244,
,,,,,,,,,,,,,,,,,,FLOAT,-0.29841557,nan,,0.95487475,BUS/252,-355549100.0,NOK,3M,6D,Float,-0.95132834,GBP.GBP-SONIA-COMPOUND..GBP-SONIA-COMPOUND,,0.67734313,30/360,252697380.0,CHF,6WK,MTH,,,,,,,,,,,,-0.15353557,
,,,,,,,,,,,,,,,,,,FLOAT,1.761619,USD.USD-SOFR-COMPOUND..,,0.7424898,ACT/360,90461330.0,GBP,3M,6D,FLOAT,0.9267403,USD-LIBOR,,-0.6692296,BUS/252,631776260.0,HKD,6WK,6,,,,,,,,,,,,0.9170311,
,,,,,,,,,,,,,,,,,,Float,1.1992375,USD.USD-SOFR-COMPOUND..,,0.23876265,ACT/365,104210584.0,GBP,6Y,6D,Float,0.7970449,EUR.EURIBOR.3M.Reuters,,-0.4562892,ACT/365.FIXED,642677600.0,CNY,6Y,MTH,,,,,,,,,,,,0.94792306,
,,,,,,,,,,,,,,,,,,Fixed,-0.049590155,USD.LIBOR.1M.BBA,,-0.81468695,ACT/360,-38261010.0,CZK,QTR,6M,Fixed,0.51219016,DKK.DKK-CIBOR2-DKNA13.6M.DKK-CIBOR2-DKNA13,,-0.653501,BUS/252,-332872130.0,CNY,6Y,MTH,,,,,,,,,,,,-0.8861083,
,,,,,,,,,,,,,,,,,,Fixed,1.4679028,USD.LIBOR.1M.BBA,,0.039059125,ACT/365.FIXED,-311000770.0,CAD,6M,nan,Float,-0.97055084,CZK-PRIBOR,,0.5130412,ACT/360,-334818270.0,THB,6WK,3M,,,,,,,,,,,,-0.39394584,
,,,,,,,,,,,,,,,,,,FLOAT,3.5272348,USD.AAA_MUNI.6M.Reuters,,-0.79293245,ACT/365,613429900.0,GBP,6Y,MTH,FLOAT,0.8350456,AUD.AONIA.1T.OIS-COMPOUND,,-0.9299146,ACT/365.FIXED,654586500.0,CZK,3M,nan,,,,,,,,,,,,0.32204536,
,,,,,,,,,,,,,,,,,,Fixed,-0.32689336,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,,-0.0049181166,ACT/365,650506900.0,GBP,ZC,6M,FLOAT,0.016598301,GBP.UK-RPI.40Y.UK-RPI,,-0.48721775,ACT/365.FIXED,-312331800.0,EUR,3M,QTR,,,,,,,,,,,,0.9288074,
,,,,,,,,,,,,,,,,,,FLOAT,0.09619172,EUR.EUR-EURIBOR-Reuters.6.,,-0.80210346,365/360,-361108640.0,CLP,3M,QTR,FLOAT,0.2546512,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,,0.9765009,ACT/365,400621120.0,CLP,ZC,nan,,,,,,,,,,,,-0.60259753,
,,,,,,,,,,,,,,,,,,FLOAT,0.0101157,USD.LIBOR.3M.BBA,,0.9669773,ACT/365,-234302240.0,GBP,ZC,6D,Fixed,-0.12043541,KRW-CD-KSDA-Bloomberg,,0.33000678,ACT/360,107091750.0,ILS,QTR,MTH,,,,,,,,,,,,-0.7348272,
,,,,,,,,,,,,,,,,,,FLOAT,2.4218264,GBP.LIBOR.6M.BBA,,-0.5496197,BUS/252,-291730370.0,HUF,6M,MTH,Float,-0.043660883,JPY-TONA-OIS-COMPOUND,,-0.2859752,ACT/365,521195000.0,SEK,SA,6MTH,,,,,,,,,,,,0.057848513,
,,,,,,,,,,,,,,,,,,FLOAT,3.5480971,USD.AAA_MUNI.20Y.Reuters,,0.34965885,30/360,297373280.0,KRW,6M,6M,Float,-0.9947928,UK-RPI,,0.4370437,ACT/365,66662330.0,COP,SA,6MTH,,,,,,,,,,,,-0.20880865,
,,,,,,,,,,,,,,,,,,Float,2.7910855,USD-LIBOR-BBA,,0.86588234,ACT/365,-160071620.0,CZK,QTR,6M,Float,0.95905215,EUR-EuroSTR-COMPOUND,,-0.21504478,BUS/252,114750970.0,SEK,6WK,6M,,,,,,,,,,,,0.32752398,
,,,,,,,,,,,,,,,,,,FLOAT,3.0682087,USD.USD-SOFR-COMPOUND..,,-0.7440663,ACT/365.FIXED,575669250.0,NZD,6D,6M,Float,-0.32521278,CZK.PRIBOR.6M.PRBO,,-0.07828968,ACT/365.FIXED,615669600.0,CZK,6M,MTH,,,,,,,,,,,,0.57168734,
