Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.58,USD.USD-LIBOR-BBA.3.,nan,0.00012003056,ACT/365.FIXED,657000000.0,CAD,6Y,3M,FLOAT,8.0991265e-07,AUD-BBR-BBSW,nan,9.795028e-07,ACT/365,656999800.0,HKD,QTR,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764568,nan,nan,0.96306425,ACT/360,140259000.0,NOK,6M,nan,Float,0.9988762,NZD.NZD-NZIONA-OIS-COMPOUND..NZD-NZIONA-OIS-COMPOUND,nan,0.9985427,ACT/360,489067800.0,CNY,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0012100852,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5759797,nan,nan,0.9496467,ACT/360,145555300.0,NOK,MTH,nan,Float,0.99884963,MXN.TIIE.28D.Banxico,nan,0.99952024,ACT/360,624261440.0,CNY,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.014435975,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764537,nan,nan,0.9795499,ACT/360,140532480.0,NOK,6M,nan,Float,0.9997708,USD.USD-LIBOR-BBA.3.,nan,0.9993721,ACT/360,607234200.0,CNY,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0010932466,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,5.972379e-07,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.3653601e-12,AUD-AONIA-OIS-COMPOUND,nan,2.093584e-13,ACT/365,656996200.0,HKD,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763526,USD.LIBOR.1M.BBA,nan,0.9740703,ACT/360,153805310.0,NOK,6M,QTR,Float,0.9994228,CAD.CAD-CORRA-OIS-COMPOUND.1Y.CAD-CORRA-OIS-COMPOUND,nan,0.999398,ACT/360,654304260.0,BRL,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.009917879,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.58,USD.USD-LIBOR-BBA.3.,nan,2.2390637e-05,ACT/365.FIXED,657000000.0,CAD,6Y,3M,FLOAT,6.376728e-08,BRL-CDI,nan,9.441122e-08,ACT/365,656996350.0,HKD,ZC,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764136,CAD.CORRA.1T.OIS-COMPOUND,nan,0.99351364,ACT/360,140016700.0,NOK,6M,nan,Fixed,0.9997176,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9995006,ACT/360,152908510.0,CLP,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00032716547,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5737383,nan,nan,0.9282909,ACT/365,253840700.0,NOK,6Y,MTH,Float,0.99947435,MXN.TIIE.28D.Banxico,nan,0.99861383,ACT/360,655704960.0,CZK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.17553255,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5749445,USD.USD-SOFR-COMPOUND..,nan,0.9998571,30/360,140000000.0,CLP,6M,nan,Fixed,0.9549254,AUD.AUD-AONIA-OIS-COMPOUND.1Y.AUD-AONIA-OIS-COMPOUND,nan,0.94302076,ACT/360,140000000.0,CHF,6M,6MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,4.458914e-08,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5764408,USD.MUNIPSA.3M.Bloomberg,nan,0.9413671,ACT/365,517055000.0,ZAR,6Y,MTH,FLOAT,0.9998554,EUR.EUR-EURIBOR-Reuters.3M.EUR-EURIBOR-Reuters,nan,0.99908406,ACT/365,656956400.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.38214582,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764918,nan,nan,0.9684805,ACT/360,141138400.0,NOK,QTR,QTR,Float,0.99977577,USD.USD-LIBOR-BBA.3.,nan,0.99972975,ACT/360,629712400.0,CLP,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.002108543,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.576275,nan,nan,0.96745723,ACT/360,239800580.0,NOK,6Y,MTH,Float,0.9997389,MXN.TIIE.28D.Banxico,nan,0.9997235,ACT/360,656907300.0,MXN,6Y,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.030769583,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5740678,nan,nan,0.9953606,ACT/360,140013420.0,NZD,6M,nan,Fixed,0.99795645,CZK.PRIBOR.3M.PRBO,nan,0.99863493,ACT/360,140482690.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00041761363,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575121,nan,nan,0.97086143,ACT/360,142052080.0,NOK,MTH,nan,Float,0.9991448,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.99957496,ACT/360,488415200.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0031440821,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762331,USD.USD-SOFR-COMPOUND..,nan,0.9988636,ACT/360,140000020.0,NZD,6M,nan,Fixed,0.9920201,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99778444,ACT/360,140000430.0,CHF,3M,6MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.2123768e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5752578,USD.USD-SOFR-COMPOUND..,nan,0.99897444,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.9903126,CZK.PRIBOR.3M.PRBO,nan,0.99787307,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,6.0890166e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5803373,USD.LIBOR.3M.BBA,nan,0.008046486,ACT/365,656999940.0,PLN,6Y,3M,FLOAT,0.012552075,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.010473529,ACT/365,656991100.0,CAD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99998295,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,8.340634e-08,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.244672e-15,AUD-AONIA-OIS-COMPOUND,nan,2.9962528e-15,ACT/365,656994400.0,HKD,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,1.0864298e-08,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,5.06412e-16,AUD-AONIA-OIS Compound,nan,8.628965e-15,BUS/252,656996200.0,GBP,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763454,USD.LIBOR.1M.BBA,nan,0.9953302,ACT/360,140005780.0,NOK,6M,nan,Fixed,0.9988777,USD.USD-LIBOR-BBA.3.,nan,0.9989582,ACT/360,142743330.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00019909561,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576299,CAD.CORRA.1T.OIS-COMPOUND,nan,0.99612105,ACT/360,140000140.0,EUR,6M,nan,Fixed,0.99896383,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9990068,ACT/360,140016850.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00012506734,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5634964,USD.LIBOR.3M.BBA,nan,0.8964217,ACT/365,250638140.0,THB,6Y,MTH,Float,0.9994038,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.9981588,ACT/365,655693200.0,CZK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.18477443,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.459511,nan,nan,0.69890827,ACT/360,189268910.0,NOK,MTH,MTH,Float,0.97798115,MXN.TIIE.28D.Banxico,nan,0.9979035,ACT/360,651030100.0,HUF,SA,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.06871385,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,9.281939e-07,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.1393642e-11,AUD-AONIA-OIS-COMPOUND,nan,2.8135428e-12,ACT/365,656985200.0,HKD,QTR,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576281,MXN.TIIE.28D.Banxico,nan,0.9938056,ACT/360,140000030.0,NZD,6M,nan,Fixed,0.99642116,GBP.GBP-SONIA-COMPOUND.1Y.GBP-SONIA-COMPOUND,nan,0.9988118,ACT/360,140004750.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.5103653e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5760994,USD.USD-SOFR-COMPOUND..,nan,0.99955827,ACT/360,140000000.0,CLP,6M,nan,Fixed,0.9909916,CZK.PRIBOR.3M.PRBO,nan,0.9920595,ACT/360,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.637702e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5759618,nan,nan,0.94306165,ACT/360,145901740.0,NOK,MTH,QTR,Float,0.9994458,USD.USD-LIBOR-BBA.3.,nan,0.9994013,ACT/360,654047400.0,CNY,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.008028607,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5484638,USD.LIBOR.3M.BBA,nan,0.61884326,ACT/365,656080500.0,PLN,6Y,MTH,FLOAT,0.99306214,HUF.BUBOR.3M.Reuters,nan,0.9874179,ACT/365,656984450.0,CAD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.98565656,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576379,CAD.CORRA.1T.OIS-COMPOUND,nan,0.99763197,ACT/360,140000130.0,NZD,6M,nan,Fixed,0.9976519,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9987543,ACT/360,140011680.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.8663322e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576486,MXN.TIIE.28D.Banxico,nan,0.99724907,ACT/360,140002420.0,NZD,6M,nan,Fixed,0.9996325,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9987761,ACT/360,140284270.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,8.443944e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576304,USD.USD-SOFR-COMPOUND..,nan,0.99981433,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.9974293,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99847215,ACT/360,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.771225e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,2.5225496,USD.LIBOR.3M.BBA,nan,0.07553602,ACT/365,656649000.0,THB,6Y,MTH,FLOAT,0.53891313,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.8474144,ACT/365,656974100.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9825258,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,4.9121036e-07,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,6.853202e-13,AUD-AONIA-OIS-COMPOUND,nan,7.326106e-14,ACT/365,656997100.0,CAD,QTR,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764267,nan,nan,0.97599536,ACT/360,140351180.0,NOK,MTH,nan,Float,0.99869,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.99967337,ACT/360,541422500.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00051516993,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5753233,nan,nan,0.996663,ACT/360,140000700.0,NZD,6M,nan,Fixed,0.9980624,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9981685,ACT/360,140057760.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,6.768991e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.58,USD.USD-LIBOR-BBA.3.,nan,3.5117937e-05,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.3044763e-09,AUD-BBR-BBSW,nan,1.8752635e-09,ACT/365,656992100.0,HKD,ZC,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.3794734,USD.LIBOR.3M.BBA,nan,0.37880132,ACT/365,644122700.0,THB,6Y,MTH,FLOAT,0.9948972,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.9897508,ACT/365,656928300.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.5193857,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5663898,USD.USD-SOFR-COMPOUND..,nan,0.9992003,ACT/360,140000000.0,CZK,6M,nan,Fixed,0.9948968,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99768454,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.0100093e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5747159,USD.MUNIPSA.3M.Bloomberg,nan,0.97985476,ACT/365,621176450.0,ZAR,6Y,MTH,FLOAT,0.9998059,EUR.FRC-EXT-CPI.5Y.FRC-EXT-CPI,nan,0.9991874,ACT/365,656756540.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.79363924,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.576338,EUR.EUR-EURIBOR-Reuters.6.,nan,0.93068707,ACT/365,196157060.0,NOK,6Y,MTH,Float,0.99982417,TWD-TAIBOR,nan,0.9998438,ACT/360,656461950.0,ZAR,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.096628726,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,9.547948e-08,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.7259735e-12,AUD-AONIA-OIS-COMPOUND,nan,1.0914747e-12,ACT/365,656999740.0,HKD,QTR,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,USD.USD-LIBOR-BBA.3.,nan,3.1627233e-06,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,7.088741e-11,AUD-BBR-BBSW,nan,1.0270442e-09,ACT/365,656999700.0,HKD,ZC,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5760605,nan,nan,0.9916388,ACT/360,140211570.0,NOK,MTH,nan,Fixed,0.9971805,PLN-WIBOR,nan,0.99852204,ACT/360,166569890.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0005990889,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5753999,USD.USD-SOFR-COMPOUND..,nan,0.99951553,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.98599637,CZK.PRIBOR.3M.PRBO,nan,0.98939323,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.9770445e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762353,USD.USD-SOFR-COMPOUND..,nan,0.99859244,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.9957915,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.998378,ACT/365.FIXED,140000530.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.8927856e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,1.0262325e-11,365/360,657000000.0,BRL,3M,3M,FLOAT,4.2541514e-22,AUD-AONIA-OIS Compound,nan,4.33405e-24,BUS/252,656999800.0,CAD,6M,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5761552,USD.USD-SOFR-COMPOUND..,nan,0.99881476,ACT/360,140000110.0,NZD,6M,nan,Fixed,0.998974,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99838406,ACT/360,140003660.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.938681e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5731964,nan,nan,0.98880446,ACT/360,140017540.0,EUR,6M,nan,Float,0.9964371,PLN-WIBOR,nan,0.9983999,ACT/360,140429600.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00080113945,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762103,nan,nan,0.9677833,ACT/360,140651740.0,NOK,MTH,nan,Float,0.9983967,PLN-WIBOR,nan,0.99974144,ACT/360,564934500.0,MXN,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00093335466,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5759783,USD.USD-SOFR-COMPOUND..,nan,0.99864095,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.9965855,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9956004,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,5.037998e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763676,EUR.EUR-EURIBOR-Reuters.6.,nan,0.99663854,ACT/360,140001340.0,NZD,6M,nan,Fixed,0.99964637,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9983129,ACT/360,140427900.0,BRL,SA,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00012657979,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764863,CAD.CORRA.1T.OIS-COMPOUND,nan,0.99895096,ACT/360,140002060.0,NZD,6M,nan,Fixed,0.99982166,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.99922323,ACT/360,140347040.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,8.4625884e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5764627,nan,nan,0.96003807,ACT/360,155291060.0,NOK,MTH,MTH,Float,0.9997147,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,nan,0.9991407,ACT/360,656261250.0,MXN,6Y,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.019432781,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,5.033297e-08,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,2.4403973e-14,AUD-AONIA-OIS-COMPOUND,nan,5.434503e-15,ACT/365,656999940.0,HKD,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,1.2989326e-12,365/360,657000000.0,BRL,3M,3M,FLOAT,2.3414373e-23,AUD-AONIA-OIS Compound,nan,7.379389e-24,BUS/252,656999940.0,CAD,6M,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764692,nan,nan,0.98642635,ACT/360,140545760.0,NOK,6M,nan,Float,0.99953955,USD.USD-LIBOR-BBA.3.,nan,0.99974084,ACT/360,562535940.0,CNY,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0008652189,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762334,nan,nan,0.9850654,ACT/360,140282060.0,NOK,6M,nan,Float,0.9996005,USD.USD-LIBOR-BBA.3.,nan,0.9995611,ACT/360,495452830.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0021009173,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762317,USD.LIBOR.1M.BBA,nan,0.9967155,ACT/360,140056420.0,NOK,6M,nan,Float,0.99957025,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9994858,ACT/360,147543490.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00053159473,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576457,nan,nan,0.98985463,ACT/360,140081150.0,NOK,6M,nan,Float,0.99981946,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.99969804,ACT/360,343884350.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00040264393,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576149,CAD.CORRA.1T.OIS-COMPOUND,nan,0.98303163,ACT/360,140030990.0,NOK,6M,nan,Fixed,0.9990877,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.99922216,ACT/360,147885380.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0002066111,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575852,nan,nan,0.9815515,ACT/360,140345380.0,NOK,MTH,nan,Float,0.99871534,PLN-WIBOR,nan,0.99951893,ACT/360,515940700.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0016613851,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5755255,nan,nan,0.98930186,ACT/360,140014510.0,NOK,MTH,nan,Float,0.998422,PLN-WIBOR,nan,0.9989146,ACT/360,149540720.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00044076276,nan
