Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Future Value Notional
Fixed,1.6474459,nan,0.3899782,365/360,614469600.0,SGD,MTH,6,Float,0.61636263,USD.USD-SOFR-COMPOUND..,0.56124467,ACT/360,195166860.0,NZD,MTH,3M,0.33885452
Fixed,1.9482166,nan,0.9466607,ACT/360,556236160.0,PLN,MTH,6,Float,0.63099843,CZK-PRIBOR,0.7126775,ACT/360,148868260.0,USD,MTH,6MTH,0.78689504
Fixed,3.1839714,nan,0.48942512,365/360,559807500.0,PLN,MTH,6,Float,0.9743567,NOK-NIBOR-OIBOR,0.29443008,ACT/360,195254530.0,NZD,SA,6MTH,0.7702296
Fixed,2.9289055,nan,0.9142087,30/360,638092400.0,CAD,MTH,MTH,Float,0.8502905,USD.USA-CPI-U.7Y.USA-CPI-U,0.01365076,ACT/365.FIXED,194983700.0,CAD,MTH,MTH,0.010018658
Fixed,2.1756165,nan,0.5336707,365/360,468001060.0,PLN,MTH,6,Float,0.9783423,NOK-NIBOR-OIBOR,0.13663124,ACT/360,271590340.0,NZD,MTH,3M,0.4035117
Fixed,1.6368346,nan,0.9120528,365/360,597208060.0,CNY,MTH,MTH,Float,0.9812295,SEK.STIBOR.3M.SIDE,0.77233684,ACT/360,231685180.0,NZD,MTH,3M,0.17075485
Fixed,1.6155167,nan,0.068685666,BUS/252,608545540.0,SEK,MTH,6,Float,0.9352865,CNY-Fixing Repo Rate,0.9087932,ACT/360,192936270.0,NZD,MTH,3M,0.32663092
Fixed,1.6352516,USD-LIBOR,0.12844378,30/360,610830660.0,BRL,MTH,6,Float,0.85886747,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.53794354,ACT/360,162682530.0,NZD,MTH,3M,0.12512432
Fixed,1.6721361,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,0.507969,BUS/252,538670700.0,PLN,MTH,6,Float,0.8654704,USD.USD-Federal Funds-H.15-OIS-COMPOUND..USD-Federal Funds-H.15-OIS-COMPOUND,0.8385329,ACT/360,232942380.0,NZD,MTH,6M,0.825699
Fixed,2.580515,nan,0.7942115,ACT/360,634125800.0,CNY,6M,MTH,Float,0.3604591,EUR-EURIBOR,0.08687725,ACT/365.FIXED,180469140.0,MXN,MTH,MTH,0.18656494
Fixed,1.8368833,nan,0.44953948,365/360,556058100.0,SGD,MTH,MTH,Float,0.9364086,USD.USD-SOFR-COMPOUND..,0.6213117,ACT/360,190544160.0,NZD,MTH,6MTH,0.083081484
Fixed,2.2556188,nan,0.951154,ACT/365.FIXED,639987100.0,CAD,MTH,MTH,Float,0.94385576,USD-LIBOR,0.13589896,ACT/360,164794860.0,HKD,MTH,MTH,0.006752396
Fixed,1.8290057,USD-LIBOR,0.92297095,ACT/365.FIXED,645937800.0,NOK,MTH,6M,Float,0.9607607,HUF.BUBOR.6M.Reuters,0.4802946,ACT/365.FIXED,251906780.0,USD,MTH,3M,0.2628081
Fixed,2.69786,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,0.7656552,BUS/252,591693060.0,NOK,MTH,MTH,Float,0.8398046,HUF-BUBOR,0.7064285,ACT/360,227872880.0,SEK,MTH,6MTH,0.87672395
Fixed,1.9404664,nan,0.40338126,365/360,606169700.0,BRL,MTH,6,Float,0.9342055,USD.USD-SOFR-COMPOUND..,0.5777195,ACT/360,174932200.0,NZD,MTH,3M,0.06470006
Fixed,1.7399023,nan,0.14763428,ACT/365.FIXED,467657800.0,CNY,MTH,6,Float,0.5567634,CZK.CZK-PRIBOR-PRBO.6M.CZK-PRIBOR-PRBO,0.5803882,ACT/360,190538500.0,CAD,MTH,MTH,0.07741887
Fixed,1.6507337,nan,0.97856486,ACT/360,459949150.0,CAD,MTH,MTH,Float,0.81275934,CZK.PRIBOR.3M.PRBO,0.73885435,ACT/360,151729310.0,USD,MTH,3M,0.1277968
Fixed,1.659627,nan,0.89655024,ACT/360,600631040.0,THB,MTH,MTH,Float,0.1692598,GBP.UK-RPI.25Y.UK-RPI,0.6649559,ACT/360,162911840.0,DKK,MTH,MTH,0.22942016
Fixed,2.5082443,nan,0.36413017,30/360,645484500.0,DKK,MTH,MTH,Float,0.9680766,CNY-Fixing Repo Rate,0.08377773,ACT/365.FIXED,171599500.0,NZD,MTH,MTH,0.039173026
Fixed,2.5703835,nan,0.29358608,365/360,552176900.0,CZK,MTH,6,Float,0.99246496,HUF.HUF-BUBOR-Reuters.6M.HUF-BUBOR-Reuters,0.7534389,ACT/360,242473310.0,NZD,MTH,6MTH,0.11487276
Fixed,1.7138807,nan,0.78568584,365/360,582596200.0,NOK,MTH,6,Float,0.84819835,USD-SOFR-COMPOUND,0.6667621,ACT/360,167209520.0,USD,MTH,3M,0.25965658
Fixed,2.4174316,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,0.29597223,BUS/252,604345150.0,PLN,MTH,6,Float,0.8716775,CNY-Fixing Repo Rate,0.5785649,ACT/360,178955060.0,NZD,MTH,6MTH,0.81235766
Fixed,2.287657,nan,0.8105897,30/360,571528770.0,CAD,MTH,MTH,Float,0.87528294,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.18141456,ACT/360,198420130.0,CAD,MTH,MTH,0.015887838
Fixed,1.9890755,nan,0.417473,30/360,595131700.0,PLN,MTH,6,Float,0.6174033,CNY-CNREPOFIX=CFXS-Reuters,0.89061344,ACT/365.FIXED,174027520.0,NZD,MTH,3M,0.072067484
Fixed,1.7318113,nan,0.81245565,ACT/365.FIXED,629955140.0,COP,MTH,MTH,Float,0.388177,CZK.PRIBOR.3M.PRBO,0.42737207,ACT/365.FIXED,172907260.0,CAD,MTH,MTH,0.06516668
Fixed,2.039567,nan,0.17653872,BUS/252,552089200.0,PLN,MTH,MTH,Float,0.8745105,USD.USD-Federal Funds-H.15-OIS-COMPOUND..USD-Federal Funds-H.15-OIS-COMPOUND,0.9529025,ACT/360,226917630.0,CAD,MTH,3M,0.38279825
Fixed,2.339631,nan,0.7638631,ACT/365.FIXED,587167200.0,NOK,6Y,6,Float,0.9367289,CNY-CNREPOFIX=CFXS-Reuters,0.2936954,ACT/360,165149360.0,NZD,MTH,MTH,0.043615844
Fixed,2.940932,nan,0.90538204,30/360,607774900.0,NOK,MTH,MTH,Float,0.8194148,EUR.EUR-EONIA-OIS-COMPOUND.1Y.EUR-EONIA-OIS-COMPOUND,0.20446494,ACT/365.FIXED,179548600.0,NZD,MTH,MTH,0.11060168
Fixed,1.628774,nan,0.547427,365/360,557772100.0,NOK,MTH,6,Float,0.94946504,CZK-PRIBOR,0.77247894,ACT/360,204365950.0,NZD,MTH,3M,0.18576165
Fixed,1.6075262,USD-LIBOR,0.12094009,BUS/252,639262100.0,CNY,MTH,6,Float,0.907006,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.8190253,ACT/360,177932770.0,USD,MTH,3M,0.058582127
Fixed,2.1817575,nan,0.32545137,30/360,594032400.0,ZAR,MTH,MTH,Float,0.7383763,INR-FBIL-MIBOR-OIS-COMPOUND,0.36455342,ACT/360,163295520.0,NZD,MTH,3M,0.016007682
Fixed,2.2694976,nan,0.9581624,365/360,519038500.0,SGD,MTH,6,Float,0.9802206,HUF-BUBOR,0.5092442,ACT/360,167434180.0,NZD,MTH,6MTH,0.7462728
Fixed,1.7441604,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,0.8153228,BUS/252,629111040.0,CNY,MTH,6M,Float,0.8870833,CNY-Fixing Repo Rate,0.77720106,ACT/360,145604420.0,HKD,MTH,MTH,0.6127541
Fixed,2.245109,nan,0.22463462,ACT/365.FIXED,543129860.0,NOK,MTH,6,Float,0.8302274,SEK.STIBOR.3M.SIDE,0.48110077,ACT/360,164905890.0,NZD,MTH,6MTH,0.6906417
Fixed,1.6734481,nan,0.87863916,ACT/360,653386800.0,COP,MTH,MTH,Float,0.7477879,NZD.NZD-NZIONA-OIS-COMPOUND..NZD-NZIONA-OIS-COMPOUND,0.14949027,ACT/365.FIXED,150930820.0,DKK,SA,MTH,0.012306419
Fixed,1.5840833,nan,0.31410402,ACT/360,613879600.0,DKK,6M,6,Float,0.1210539,USD-LIBOR,0.3608587,ACT/360,146266050.0,CAD,MTH,MTH,0.0010230365
Fixed,2.2243114,USD.USD-Federal Funds-H.15-OIS-COMPOUND..,0.21336932,BUS/252,420616130.0,PLN,6Y,6,Float,0.9497637,HUF.BUBOR.6M.Reuters,0.7805925,ACT/360,153896780.0,USD,MTH,6MTH,0.72545636
Fixed,1.7949806,GBP.LIBOR.6M.BBA,0.36792186,BUS/252,646873600.0,NOK,MTH,MTH,Float,0.86099315,SEK.STIBOR.3M.SIDE,0.45494214,ACT/360,177832050.0,NZD,MTH,3M,0.10922026
Fixed,2.0468054,nan,0.9897563,ACT/360,629331460.0,NOK,6M,MTH,Float,0.58744454,EUR-EXT-CPI,0.18530756,ACT/365.FIXED,173497760.0,NZD,MTH,MTH,0.39563346
Fixed,1.7307453,nan,0.9841764,ACT/365.FIXED,582159200.0,CNY,6M,MTH,Float,0.46292716,USD-Federal Funds-H.15,0.9186806,ACT/360,156240640.0,USD,MTH,3M,0.76042587
Fixed,1.6579388,nan,0.075044334,365/360,638500600.0,SGD,MTH,6,Float,0.9086767,USD.USD-SOFR-COMPOUND..,0.9671118,ACT/360,223306700.0,NZD,MTH,6M,0.15218931
Fixed,1.8316867,nan,0.3216219,365/360,615176700.0,CAD,MTH,6,Float,0.9168856,EUR.EURIBOR.6M.Reuters,0.76589936,ACT/360,279675200.0,CAD,MTH,3M,0.16465424
Fixed,2.7247076,nan,0.20887455,365/360,584092860.0,NOK,MTH,MTH,Float,0.72919077,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,0.27009106,ACT/360,204232860.0,NZD,SA,3M,0.04836974
Fixed,1.7107261,USD-LIBOR,0.31614524,ACT/360,594141800.0,DKK,MTH,MTH,Float,0.5550875,CZK.PRIBOR.3M.PRBO,0.652314,ACT/360,220565860.0,NZD,MTH,MTH,0.26092783
Fixed,1.7093085,nan,0.50159675,365/360,645125400.0,CLP,MTH,6,Float,0.5956753,USD-LIBOR,0.9335082,ACT/360,192775260.0,NZD,MTH,MTH,0.0371854
Fixed,2.8968232,nan,0.86182624,30/360,635066240.0,COP,MTH,MTH,Float,0.4131359,EUR-EURIBOR,0.05294838,ACT/365.FIXED,166740850.0,NZD,MTH,MTH,0.010405525
Fixed,1.7268881,nan,0.9472929,365/360,601376060.0,SGD,MTH,MTH,Float,0.7431212,INR-MIBOR-OIS Compound,0.73048556,ACT/360,169818050.0,ILS,MTH,MTH,0.14814235
Fixed,2.6937747,nan,0.61023265,365/360,558226900.0,COP,MTH,6,Float,0.8930495,AUD-AONIA-OIS Compound,0.40452152,ACT/360,177558850.0,NZD,MTH,MTH,0.7906693
Fixed,1.7635003,nan,0.6435936,ACT/365.FIXED,518470900.0,CNY,MTH,6,Float,0.78028905,CZK.CZK-PRIBOR-PRBO.6M.CZK-PRIBOR-PRBO,0.890578,ACT/360,223811330.0,CAD,MTH,3M,0.2924625
Fixed,1.8565038,USD-LIBOR,0.45206636,ACT/365.FIXED,612148600.0,CNY,MTH,MTH,Float,0.58410114,AUD.AONIA.1T.OIS-COMPOUND,0.3925691,ACT/360,155508460.0,USD,MTH,3M,0.09209967
Fixed,2.2317216,nan,0.71533245,365/360,578370400.0,SGD,MTH,6,Float,0.9415055,USD.USD-SOFR-COMPOUND..,0.8536989,ACT/360,303380930.0,NZD,MTH,3M,0.13995546
Fixed,1.7526551,nan,0.21483997,ACT/365.FIXED,602045800.0,ZAR,MTH,MTH,Float,0.76531607,CNY-CNREPOFIX=CFXS-Reuters,0.33247924,ACT/360,188174740.0,CLP,MTH,3M,0.04962309
Fixed,1.8529816,nan,0.5454606,ACT/360,591177200.0,COP,MTH,nan,Float,0.6267136,CZK.PRIBOR.3M.PRBO,0.5631193,ACT/365.FIXED,206602270.0,CAD,MTH,MTH,0.41715574
Fixed,1.7398052,nan,0.9046065,30/360,617512260.0,CAD,MTH,MTH,Float,0.88139874,NZD.NZD-NZIONA-OIS-COMPOUND..NZD-NZIONA-OIS-COMPOUND,0.048857335,ACT/365.FIXED,167915570.0,NZD,MTH,MTH,0.006631811
Fixed,1.7627589,USD-LIBOR,0.33862233,365/360,537894800.0,PLN,MTH,6,Float,0.9661137,USD.USD-Federal Funds-H.15-OIS-COMPOUND..USD-Federal Funds-H.15-OIS-COMPOUND,0.88400626,ACT/360,230905740.0,USD,MTH,QTR,0.66298014
Fixed,1.7880293,nan,0.75737774,ACT/365.FIXED,578401600.0,NOK,MTH,6,Float,0.7998511,AUD.AONIA.1T.OIS-COMPOUND,0.30491933,ACT/360,184444160.0,USD,MTH,3M,0.42359805
Fixed,1.8732193,nan,0.8687781,365/360,638868160.0,JPY,MTH,MTH,Float,0.7835366,CNY-CNREPOFIX=CFXS-Reuters,0.31129128,ACT/360,209703490.0,NZD,MTH,3M,0.014195562
Fixed,2.139287,nan,0.52778095,365/360,471666940.0,PLN,MTH,MTH,Float,0.8929731,CNY-CNREPOFIX=CFXS-Reuters,0.8341813,ACT/360,224625310.0,SEK,MTH,6MTH,0.9326783
Fixed,3.1883407,nan,0.9814078,30/360,609992770.0,THB,MTH,MTH,Float,0.753129,EUR-EXT-CPI,0.032338314,ACT/365.FIXED,162089740.0,NZD,MTH,3M,0.2369929
Fixed,2.4988472,nan,0.20779106,ACT/365.FIXED,435729800.0,NOK,MTH,6,Float,0.9762875,CZK.CZK-PRIBOR-PRBO.6M.CZK-PRIBOR-PRBO,0.7234607,ACT/360,318771040.0,NZD,MTH,6MTH,0.30605996
Fixed,1.5901544,USD-LIBOR,0.03854573,BUS/252,494546980.0,SEK,MTH,6,Float,0.15052992,COP-IBR-OIS-COMPOUND,0.9072141,ACT/360,317912320.0,USD,MTH,QTR,0.5105395
Fixed,1.712338,nan,0.7742508,ACT/360,638652540.0,DKK,MTH,MTH,Float,0.31143957,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,0.32995197,ACT/365.FIXED,173468080.0,NZD,MTH,3M,0.011614494
Fixed,1.8873448,nan,0.54941446,365/360,559592500.0,SEK,6Y,6,Float,0.90162563,USD.USA-CPI-U.5Y.USA-CPI-U,0.9047428,ACT/360,152009950.0,NZD,MTH,6MTH,0.9334209
Fixed,1.9196699,nan,0.77581376,ACT/365.FIXED,599749900.0,ZAR,MTH,MTH,Float,0.8505365,EUR.EUR-EXT-CPI.9Y.EUR-EXT-CPI,0.43789193,ACT/365.FIXED,180735140.0,USD,MTH,3M,0.15463364
Fixed,1.6880296,nan,0.10309354,365/360,635486660.0,SEK,MTH,6,Float,0.9004749,EUR.EONIA.1Y.OIS-COMPOUND,0.8845971,ACT/360,214187420.0,NZD,6Y,3M,0.031719577
Fixed,1.5924597,nan,0.7401843,365/360,644804700.0,SEK,MTH,6,Float,0.5238082,CNY-Fixing Repo Rate,0.71085453,ACT/360,156574990.0,CNY,MTH,3M,0.06416802
Fixed,2.096134,nan,0.86787236,30/360,644512300.0,COP,MTH,MTH,Float,0.69183075,AUD.AONIA.1T.OIS-COMPOUND,0.12863293,ACT/365.FIXED,162514130.0,NZD,MTH,MTH,0.24592598
Fixed,2.0936787,nan,0.9311843,30/360,432128130.0,PLN,MTH,MTH,Float,0.78970474,CZK.CZK-PRIBOR-PRBO.3M.CZK-PRIBOR-PRBO,0.080004,ACT/365.FIXED,291075700.0,NZD,MTH,MTH,0.8655646
Fixed,1.8124431,nan,0.40539214,ACT/365.FIXED,588628700.0,CAD,MTH,6,Float,0.85060793,CNY-Fixing Repo Rate,0.60608274,ACT/360,164405470.0,CAD,MTH,MTH,0.28286222
Fixed,2.0333412,nan,0.2654735,BUS/252,647510660.0,NOK,QTR,MTH,Float,0.8056737,USD.USA-CPI-U.5Y.USA-CPI-U,0.34181705,ACT/365.FIXED,150181310.0,NZD,MTH,3M,0.011493317
Fixed,2.2589438,nan,0.42200845,30/360,624369150.0,COP,MTH,MTH,Float,0.8038995,DKK.DKK-CIBOR2-DKNA13.6M.DKK-CIBOR2-DKNA13,0.25184062,ACT/360,208001580.0,CAD,MTH,MTH,0.015928254
Fixed,2.2121823,nan,0.45281592,BUS/252,625629300.0,CNY,MTH,6,Float,0.9335168,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.62235224,ACT/360,174675680.0,NZD,MTH,MTH,0.052431624
Fixed,2.2756188,nan,0.98357916,30/360,602112100.0,CAD,MTH,MTH,Float,0.8161816,CLP.CLP-TNA.6M.CLP-TNA,0.20356348,ACT/360,177513950.0,NZD,MTH,3M,0.052719
Fixed,1.9715163,nan,0.9773157,ACT/365.FIXED,625081400.0,NOK,MTH,MTH,Float,0.9273797,NOK.NOK-NIBOR-OIBOR.3M.NOK-NIBOR-OIBOR,0.18889321,ACT/365.FIXED,162275520.0,MXN,MTH,MTH,0.033304885
Fixed,1.7884923,nan,0.48665902,365/360,596776100.0,DKK,MTH,6,Float,0.8464224,GBP.UK-RPI.7Y.UK-RPI,0.81626046,ACT/360,167417180.0,NZD,MTH,MTH,0.08671586
Fixed,1.6049793,nan,0.22157928,365/360,645901700.0,DKK,MTH,6,Float,0.2585669,CLP-TNA,0.90443,ACT/360,168197280.0,NZD,MTH,MTH,0.030189231
Fixed,1.8013933,nan,0.9839689,ACT/365.FIXED,591633540.0,CAD,MTH,MTH,Float,0.5559531,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.31521046,ACT/360,212853800.0,MXN,MTH,MTH,0.08767331
Fixed,2.0914967,nan,0.7768288,30/360,586271000.0,COP,MTH,MTH,Float,0.33591816,EUR-EXT-CPI,0.25839165,ACT/365.FIXED,155530020.0,NZD,MTH,MTH,0.013872622
Fixed,1.6942852,nan,0.9708957,ACT/365.FIXED,639487400.0,CAD,MTH,MTH,Float,0.38283727,USD-LIBOR,0.32770452,ACT/360,170668420.0,NZD,MTH,MTH,0.0071620154
Fixed,2.0234377,nan,0.8381376,ACT/365.FIXED,547186700.0,NOK,MTH,MTH,Float,0.6420875,EUR-EURIBOR,0.3208725,ACT/365.FIXED,224174780.0,NZD,MTH,MTH,0.37565586
Fixed,2.283713,nan,0.9372357,365/360,543632060.0,NOK,MTH,MTH,Float,0.8132784,USD-LIBOR-BBA,0.7768708,ACT/360,166659840.0,NZD,MTH,3M,0.3388479
Fixed,2.1955373,nan,0.6721098,30/360,649759940.0,DKK,MTH,nan,Float,0.34237444,EUR-EURIBOR,0.26134494,ACT/365.FIXED,171381900.0,DKK,MTH,MTH,0.052686907
Fixed,1.998152,nan,0.96162033,ACT/365.FIXED,636737540.0,CNY,6M,MTH,Float,0.70979476,USD-LIBOR,0.3889286,ACT/365.FIXED,195909340.0,MXN,3M,MTH,0.013078322
Fixed,2.0585363,nan,0.7582877,ACT/365.FIXED,575491200.0,NOK,MTH,MTH,Float,0.6400358,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.34456033,ACT/360,189563470.0,CAD,MTH,MTH,0.20284489
Fixed,1.6088254,nan,0.9160197,365/360,614145900.0,CAD,MTH,MTH,Float,0.9191781,USD-LIBOR,0.3417622,ACT/360,250311020.0,NZD,MTH,MTH,0.018891009
Fixed,1.7279996,nan,0.044330653,365/360,630623040.0,SEK,MTH,6,Float,0.7924208,USD.USD-SOFR-COMPOUND..,0.9493658,ACT/360,269755840.0,NZD,MTH,6M,0.07390629
Fixed,2.1647027,nan,0.6682292,ACT/360,645773300.0,COP,6Y,6M,Float,0.52423304,KRW-CD-KSDA-Bloomberg,0.041236293,ACT/365.FIXED,202808060.0,NZD,MTH,MTH,0.0104157375
Fixed,1.7069054,nan,0.11527547,30/360,593504000.0,SEK,MTH,MTH,Float,0.3690245,GBP.GBP-LIBOR-BBA.3M.GBP-LIBOR-BBA,0.37160006,ACT/360,159319460.0,NZD,MTH,3M,0.17632172
Fixed,1.8440694,nan,0.5363926,BUS/252,601059460.0,DKK,MTH,MTH,Float,0.8178728,EUR-EURIBOR,0.32107928,ACT/360,173069150.0,NZD,MTH,MTH,0.16200711
Fixed,2.4486587,nan,0.49685648,365/360,625369100.0,SEK,MTH,6,Float,0.9788649,NOK-NIBOR-OIBOR,0.92530125,ACT/360,229123760.0,NZD,6WK,3M,0.02211363
Fixed,1.6609867,nan,0.06013723,BUS/252,637919100.0,DKK,QTR,6,Float,0.49281794,INR-MIBOR-OIS Compound,0.83661234,ACT/365.FIXED,169177310.0,NZD,MTH,MTH,0.14117995
Fixed,1.7131711,nan,0.50135124,ACT/360,523892860.0,COP,MTH,MTH,Float,0.4798595,CZK.PRIBOR.3M.PRBO,0.705485,ACT/360,167041490.0,NZD,MTH,MTH,0.064237624
Fixed,1.764994,nan,0.756047,365/360,379955330.0,SGD,MTH,MTH,Float,0.84109974,USD.USD-SOFR-COMPOUND..,0.9720579,ACT/360,170009680.0,HKD,MTH,6MTH,0.73258305
Fixed,1.8466412,nan,0.8066906,365/360,644435200.0,CAD,MTH,MTH,Float,0.6908446,USD-LIBOR,0.18719989,ACT/360,179048700.0,NZD,MTH,MTH,0.018997325
Fixed,2.0880663,nan,0.28979164,BUS/252,655491260.0,CNY,MTH,MTH,Float,0.82638115,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.24588239,ACT/360,177675470.0,DKK,MTH,MTH,0.039384697
Fixed,1.7144244,nan,0.3192662,365/360,652943170.0,DKK,SA,MTH,Float,0.8385824,EUR.EUR-EXT-CPI.7Y.EUR-EXT-CPI,0.11424169,ACT/360,297887300.0,NZD,SA,3M,0.000892094
Fixed,2.3634453,nan,0.1645612,BUS/252,623551300.0,PLN,6M,MTH,Float,0.80767447,GBP.UK-RPI.7Y.UK-RPI,0.6715374,ACT/365.FIXED,163265180.0,NZD,MTH,3M,0.12506826
Fixed,2.571267,nan,0.8810859,ACT/365.FIXED,391866700.0,PLN,MTH,MTH,Float,0.9566075,USD.USD-Federal Funds-H.15-OIS-COMPOUND..USD-Federal Funds-H.15-OIS-COMPOUND,0.8331125,ACT/360,253158780.0,USD,MTH,MTH,0.6718811
Fixed,2.2007382,USD-LIBOR,0.5959779,30/360,645979700.0,DKK,MTH,MTH,Float,0.5356441,NZD.NZD-NZIONA-OIS-COMPOUND..NZD-NZIONA-OIS-COMPOUND,0.36715755,ACT/360,192958690.0,MXN,MTH,MTH,0.0143352235
Fixed,1.6344221,nan,0.23307157,365/360,634766850.0,DKK,MTH,MTH,Float,0.5762962,AUD-AONIA-OIS Compound,0.925508,ACT/360,256590110.0,NZD,MTH,3M,0.09939599
Fixed,2.6644096,nan,0.9124152,ACT/365.FIXED,552355300.0,SEK,MTH,MTH,Float,0.98345065,CNY-Fixing Repo Rate,0.16891141,ACT/365.FIXED,203198370.0,NZD,6Y,6MTH,0.8550256
Fixed,2.5438466,nan,0.6789262,ACT/360,622681500.0,COP,MTH,MTH,Float,0.64508086,EUR-EXT-CPI,0.14297962,ACT/365.FIXED,175979280.0,NZD,MTH,MTH,0.09796638
Fixed,2.211141,nan,0.4060612,30/360,634442300.0,COP,MTH,MTH,Float,0.30338985,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.2859143,ACT/365.FIXED,284312700.0,CAD,MTH,MTH,0.027496533
Fixed,2.0501575,nan,0.260508,30/360,620391400.0,DKK,MTH,MTH,Float,0.9655087,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.807927,ACT/365.FIXED,204298240.0,NZD,MTH,3M,0.052166335
Fixed,1.8261049,nan,0.21530658,ACT/360,566036500.0,DKK,MTH,MTH,Float,0.9011187,EUR.EUR-EXT-CPI.10Y.EUR-EXT-CPI,0.81341493,ACT/365.FIXED,172194340.0,USD,MTH,3M,0.103625245
Fixed,2.8201897,nan,0.75606495,ACT/365.FIXED,578199040.0,SEK,MTH,6,Float,0.963069,NOK-NIBOR-OIBOR,0.5535305,ACT/360,168642990.0,NZD,MTH,6MTH,0.47852656
Fixed,3.1924295,nan,0.94127136,30/360,547620200.0,NOK,MTH,MTH,Float,0.8525266,USD.USA-CPI-U.10Y.USA-CPI-U,0.27606183,ACT/365.FIXED,185428060.0,NZD,MTH,MTH,0.66653186
Fixed,1.6703464,nan,0.8888626,365/360,576102140.0,SGD,MTH,MTH,Float,0.93525314,GBP-LIBOR-BBA,0.8026464,ACT/360,353556860.0,NZD,6WK,3M,0.117374055
Fixed,2.1490636,nan,0.9844825,ACT/365.FIXED,540971100.0,NOK,MTH,MTH,Float,0.9447366,EUR.EUR-EURIBOR-Reuters.1M.EUR-EURIBOR-Reuters,0.5169419,ACT/365.FIXED,199732350.0,NZD,6WK,MTH,0.45750126
Fixed,2.165164,nan,0.6797525,30/360,631536960.0,COP,6M,6M,Float,0.427422,EUR.EUR-EURIBOR-Reuters.1Y.EUR-EURIBOR-Reuters,0.113008805,ACT/365.FIXED,204525810.0,MXN,MTH,MTH,0.06336797
Fixed,1.769514,nan,0.40572667,ACT/360,615942400.0,ILS,MTH,MTH,Float,0.59188277,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1Y.USD-Federal Funds-H.15-OIS-COMPOUND,0.5519877,ACT/360,152291870.0,NZD,MTH,3M,0.15276243
Fixed,1.8436917,nan,0.05385905,30/360,542177150.0,ZAR,MTH,6,Float,0.7011778,EUR.FRC-EXT-CPI.1Y.FRC-EXT-CPI,0.41115695,ACT/365.FIXED,167946780.0,NZD,MTH,3M,0.006133042
Fixed,1.6605824,USD.AAA_MUNI.6M.Reuters,0.6852402,365/360,630196860.0,SEK,MTH,6,Float,0.9177798,NOK-NIBOR-OIBOR,0.8145251,ACT/360,198121520.0,NZD,MTH,QTR,0.48218524
Fixed,1.7894285,nan,0.35427448,365/360,544314400.0,CLP,MTH,6,Float,0.9237103,USD.LIBOR.6M.BBA,0.6128507,ACT/360,173584510.0,NZD,MTH,6MTH,0.321139
Fixed,2.3729393,nan,0.7287436,ACT/365.FIXED,607554940.0,CNY,MTH,MTH,Float,0.92478186,CNY-CNREPOFIX=CFXS-Reuters,0.3079297,ACT/360,191835710.0,USD,MTH,MTH,0.71672225
Fixed,2.805193,nan,0.1828234,365/360,625619460.0,SEK,6Y,6,Float,0.8678558,AUD-AONIA-OIS Compound,0.5374854,ACT/360,183279580.0,ILS,MTH,3M,0.56287664
Fixed,2.2216678,nan,0.9591368,30/360,631151500.0,DKK,MTH,MTH,Float,0.6994722,USD-LIBOR,0.44252655,ACT/360,160195260.0,NZD,MTH,3M,0.010140319
Fixed,2.0965931,nan,0.92290086,30/360,631490800.0,CAD,MTH,MTH,Float,0.586216,CZK.PRIBOR.3M.PRBO,0.82004833,ACT/365.FIXED,176598190.0,NZD,MTH,MTH,0.0056747925
Fixed,2.7076654,nan,0.920395,30/360,637002240.0,PLN,MTH,MTH,Float,0.833524,CNY-CNREPOFIX=CFXS-Reuters,0.3041874,ACT/365.FIXED,202316080.0,NZD,SA,3M,0.25289443
Fixed,3.306253,USD.AAA_MUNI.6M.Reuters,0.884892,ACT/365.FIXED,503445150.0,PLN,6Y,MTH,Float,0.9379146,CZK.CZK-PRIBOR-PRBO.3M.CZK-PRIBOR-PRBO,0.664651,ACT/360,160773200.0,NZD,MTH,3M,0.8219353
